Produk,Nama,Waktu,Review,Rating
"FTH x EVOS ""Fearless True Hero"" Tshirt",A***i,1 bulan lalu,good quality good design,bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",A***i,1 bulan lalu,mantap sir lebaran pake fth,bintang 5
"Faith Industries ""Cloud"" Tshirt",Raihan,1 bulan lalu,"desain nya bagus, tpi kurang suka sama bahan sablon ny semoga awet",bintang 5
"Faith Industries ""Reina"" Tshirt",Raihan,1 bulan lalu,desain ny bagus tp kurang suka sm bahan sablonnya semoga awet,bintang 5
"Faith Industries ""Reina"" Tshirt",R***a,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Reina"" Tshirt",wisnu,1 bulan lalu,mantap gan,bintang 5
"Faith Industries ""True Devil"" Tshirt",R***y,1 bulan lalu,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan > 80 kg,bintang 5
"Faith Industries ""Reina"" Tshirt",Rafi,1 bulan lalu,"Ukurannya pas Tinggi badan 160 - 170 cm, mantap bgt ini reinanya",bintang 5
"Faith Industries ""Reina"" Tshirt",alfianaz,1 bulan lalu,Ukurannya pas,bintang 5
Evangelion Nerv Tech Jacket,ryadarshy,1 bulan lalu,Ukurannya pas Berat badan > 80 kg,bintang 4
"Faith Industries ""Reina"" Tshirt",A***h,1 bulan lalu,"mantappp akhirnya setelah menunggu lama, keluar juga artikel ini",bintang 5
"Faith Industries ""Reina"" Tshirt",Herdian,1 bulan lalu,"Bahan nyaman dipakai, adem dipakai, ukuran pas, desain kece keren Thank you Faith Industry 👍",bintang 5
"Faith Industries ""Cloud"" Tshirt",Herdian,1 bulan lalu,"Bahan nyaman dipakai, adem dipakai, ukuran pas, desain kece keren Thank you Faith Industry 👍",bintang 5
"Faith Industries ""True Devil"" Tshirt",Herdian,1 bulan lalu,"Bahan nyaman dipakai, adem dipakai, ukuran pas, desain kece keren Thank you Faith Industry 👍",bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",Herdian,1 bulan lalu,"Bahan nyaman dipakai, adem dipakai, ukuran pas, desain kece keren Thank you Faith Industry 👍",bintang 5
"Faith Industries Knitwear ""Totoro""",i***l,1 bulan lalu,"bahan nya a bagus tapi emang agak kepanjangan sih, pokoknya sukses trus buat bang upi Ukurannya terlalu besar",bintang 5
"Faith Industries ""Sephiroth"" T-Shirt",Rhama,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Reina"" Tshirt",Muhammad,1 bulan lalu,seperti biasa,bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",Muhammad,1 bulan lalu,barang bagus sesuai pesanan size nya sesuai pokok nya Joss dahh🔥🔥🔥 Ukurannya pas Tinggi badan 160 - 170 cm,bintang 5
"Faith Industries ""Cloud"" Tshirt",Muhammad,1 bulan lalu,barang bagus keren sesuai pesanan hitam pekat 🔥🔥pokok nya Joss banget  Ukurannya pas Tinggi badan 160 - 170 cm,bintang 5
"Faith Industries ""Reina"" Tshirt",Suhendri,1 bulan lalu,keren banget jir auto semangat push Tekken 8 pake reina,bintang 5
"Faith Industries ""Cloud"" Tshirt",R***a,1 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg,bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",E***o,1 bulan lalu,"nggak usah diragukan lagi, Faith nggak pernah ngecewain",bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",R***i,1 bulan lalu,"Modelnya keren sirr, ukuran bajunya juga pas 👍",bintang 5
"Faith Industries ""Makoto Yuki"" White Tshirt",Zacky,1 bulan lalu,"Keren bgt, tp sayang tag FTH-nya kurang rapih 😔",bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",Riko,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Cloud"" Tshirt",N***l,1 bulan lalu,"Bahan adem, sablon juga bagus, dapet stiker 2 biji, worth the price la",bintang 5
Evangelion Unit 02 Shortsleeve,F***r,1 bulan lalu,"yang datang malah unit 01, pesennya yg 02
mana sizenya salah lagi, pesen M yg datang L
hadehhhhh 😥😥",bintang 3
"Faith Industries ""Makoto Yuki"" White Tshirt",stefanus,1 bulan lalu,ukurannya pas banget ukuran M dan desainnya sangat wah banget detilnya luar biasa bahannya adem 🫶,bintang 5
"Faith Industries ""True Devil"" Tshirt",G***b,1 bulan lalu,Ukurannya terlalu kecil Ukurannya terlalu besar Tinggi badan 171 - 180 cm Berat badan 71 - 80 kg Berat badan 60 - 70 kg Berat badan > 80 kg Berat badan < 60 kg Ting... ,bintang 5
"Faith Industries ""Feng - Guardian of The East "" Work Jacket",AzrilFitrayana,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",Rafi,1 bulan lalu,"Ukurannya pas, keren banget bajunya",bintang 5
"Faith Industries ""Sephiroth"" T-Shirt",Alfarroz,1 bulan lalu,"modelnya keren, pas di badan! Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 71 - 80 kg",bintang 5
"Faith Industries ""True Devil"" Tshirt",Rafael,1 bulan lalu,Ukurannya pas Tinggi badan > 180 cm Berat badan 60 - 70 kg,bintang 5
"Faith Industries ""Cloud"" Tshirt",I***n,1 bulan lalu,Ukurannya pas,bintang 4
Chainsawman Pochita Lanyard,Niko,1 bulan lalu,gg,bintang 5
Evangelion Seele Collar Shirt,M***M,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Reina"" Tshirt",Fito,1 bulan lalu,FTH never failed🔥🔥🔥 langganan terus ini mah,bintang 5
Chainsawman Fox Devil Tshirt,Gilang,1 bulan lalu,"duhh dah bagus banget gw salah pilih ukuran , tapi bajunya bagus bangetlah  Ukurannya terlalu besar.",bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",MALIK,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Reina"" Tshirt",S***D,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Makoto Yuki"" White Tshirt",R***o,1 bulan lalu,keren abis bajunya 👍🏿👍🏿👍🏿👍🏿 Ukurannya pas Tinggi badan 171 - 180 cm Berat badan > 80 kg,bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",M***d,1 bulan lalu,PERSONAA,bintang 5
Faith Industries Celestial Harmony Haori,R***o,1 bulan lalu,Sangat amat mengkeren🫵😎,bintang 5
"Faith Industries ""Cloud"" Tshirt",Y***o,1 bulan lalu,Nice sirr,bintang 5
"FTH x EVOS ""Tiger-Chan"" Tshirt",Afif,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Cloud"" Tshirt",Chandra,1 bulan lalu,"modelnya keren, sablonnya juga kualitas bagus, bahannya lumayan tebal dan adem dipakai Ukurannya pas",bintang 5
"EVANGELION Oversized ""Unit-01"" T-shirt",A***e,1 bulan lalu,Ukurannya pas mantaaappp,bintang 5
Faith Industries Feng The Harbinger Utility Cargo Pants,rama,1 bulan lalu,Keren bgt!!,bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",Pandu,1 bulan lalu,gak usah ditanya lagi ni produk  Ukurannya pas,bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",Ridzal,1 bulan lalu,kualitas mah gk ush ditanya Ukurannya pas,bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",Muhammad,1 bulan lalu,keren banget sir,bintang 5
Chainsawman Fox Devil Tshirt,F***n,1 bulan lalu,"bagus banget, bahan tebel sablon juga bukan sablon abal abal. sukses terus buat Faith",bintang 5
Chainsawman Fox Devil Tshirt,A***i,1 bulan lalu,"Keren gini pi, dapet diharga cepek doang untuk sebuah official collab sih keren banget, tag oren di kanan bawah nya jga solid banget mantap",bintang 5
"Faith Industries ""True Devil"" Tshirt",Rafi,1 bulan lalu,"baju nya keren tapi salah ukuran min, saya kan pesen XL datengnya xxl.tapi gapapa untung gk dikirim yg ukuran kecil👌",bintang 5
"Faith Industries ""Cloud"" Tshirt",Rafi,1 bulan lalu,"Ukurannya pas, keren bgt bajunya",bintang 5
"Faith Industries ""Cloud"" Tshirt",Azbin,1 bulan lalu,sesuai ekspektasi Ukurannya pas,bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",nabil,1 bulan lalu,Tinggi badan 160 - 170 cm,bintang 5
Chainsawman Fox Devil Tshirt,Damar,1 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 71 - 80 kg,bintang 5
"EVANGELION Oversized ""Unit-01"" T-shirt",aghivada,1 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Reina"" Tshirt",Katarukito,1 bulan lalu,"Mantap, Bajunya bagus dan pengiriman juga cepat. Sama bonus sticker nya jadi point plus 😋",bintang 5
Evangelion Unit 01 Shortsleeve,N***r,1 bulan lalu,"tolong lah lebih teliti lagi, ini baju yg dikirim beda sama yg saya pesan 
ukuran beda, model baju jga beda jangan asal kirim gitu dong bang",bintang 1
Chainsawman Fox Devil Tshirt,z***a,1 bulan lalu,bahan baguss bgtt desain nya juga baguss pengiriman dan respon cepatt,bintang 5
"Faith Industries ""Reina"" Tshirt",E***Y,1 bulan lalu,🔥🔥🔥🔥🔥,bintang 5
Chainsawman Fox Devil Tshirt,a***d,1 bulan lalu,"packaging rapih, kualitas barang bagus👍",bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",rafi,1 bulan lalu,"ah ah ah ahsiaapppppp bagus sir, ditunggu aigis ver",bintang 5
"Faith Industries ""Makoto Yuki"" White Tshirt",Was,1 bulan lalu,Bagaimana cara tamat GTA San Andreas 100% dan bonus yang didapat ? GTA San Andreas adalah seri dari game Grand Theft Auto paling sukses dimasanya. Game bertema dunia gang... ,bintang 5
Chainsawman Fox Devil Tshirt,L***n,1 bulan lalu,Mantap,bintang 5
"FTH x EVOS ""Tiger-Chan"" Tshirt",L***n,1 bulan lalu,Mantap,bintang 5
Evangelion Unit 00 Shortsleeve,A***n,1 bulan lalu,top pokoknya,bintang 5
"Faith Industries ""True Devil"" Tshirt",R***i,1 bulan lalu,Ukurannya pas,bintang 5
Chainsawman Fox Devil Tshirt,Roy,1 bulan lalu,Ukurannya pas,bintang 4
"Faith Industries ""Sephiroth"" T-Shirt",RAYYAN,1 bulan lalu,Ukurannya pas,bintang 5
FTH x EVOS Pro Kit 2023 Utility Pants,fauzi,1 bulan lalu,Keren,bintang 5
"FTH x EVOS Pro Kit 2023 ""Fearless True Hero"" Bomber Jacket",fauzi,1 bulan lalu,Keren,bintang 5
"FTH x Tenjin Scrollworks ""Guardian of The West"" Collar shirt",d***y,2 bulan lalu,mantap,bintang 5
Chainsawman Pochita Crewneck Black,Al,2 bulan lalu,bahannya bagus,bintang 5
"Faith Industries ""Come Forth"" Black Tshirt",M***M,2 bulan lalu,DISTURBING THE PEEACE!!🗣🗣🔥🔥,bintang 5
"Faith Industries ""Makoto Yuki"" White Tshirt",Muhammad,2 bulan lalu,persona💙,bintang 5
"FTH Playing Card ""Monster Series""",Suhendri,2 bulan lalu,keren bet gambarnya,bintang 5
"Faith Industries ""Reina"" Tshirt",J***o,2 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",I***n,2 bulan lalu,cakep dah pokoknya 🔥,bintang 5
"Faith Industries ""Lightning of Fate"" Tshirt",A***h,2 bulan lalu,"Ukurannya pas Berat badan 71 - 80 kg, puas banget tinggal nunggu yang reina nyampe",bintang 5
"Faith Industries ""Sephiroth"" T-Shirt",E***a,2 bulan lalu,Ukurannya pas,bintang 5
"Faith Industries ""Cloud"" Tshirt",fachri,2 bulan lalu,mantep dah pokonya,bintang 5
"Faith Industries ""Cloud"" Tshirt",R***i,2 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan < 60 kg,bintang 5
"FTH x EVOS Pro Kit 2023 ""Fearless True Hero"" Bomber Jacket",N***r,2 bulan lalu,Ukurannya pas Tinggi badan 171 - 180 cm  langsung gw pake mudik,bintang 5
