Produk,Nama,Waktu,Review,Rating
Kaos polo polos / Kaos kerah / Kaos wangki,t***y,6 bulan lalu,Ukurannya pas terbaikkk,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Edy,6 bulan lalu,hanya bintang yg bicara.,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Sjafarizal,6 bulan lalu,"sy pesen ukuran L, barang sampe ukuran M",bintang 1
Kaos wanita owl - Cotton Combed 30s,I***h,6 bulan lalu,"bagus, kaosnya lebih panjang sedikit dr yg dulu beli kaos dengan gambar zodiak",bintang 5
Kaos wanita trace - Cotton Combed 30s,I***h,6 bulan lalu,sablonannya agak blur,bintang 4
Kaos Pria O-neck Ikigai,S***f,6 bulan lalu,good seller,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,A***m,6 bulan lalu,woww bagus sekali bahan halus. cepat datang dan datang cepat,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,R***a,6 bulan lalu,Ukurannya pas Ukurannya terlalu besar Ukurannya terlalu kecil Tinggi badan < 160 cm Berat badan < 60 kg Tinggi badan 171 - 180 cm Tinggi badan 160 - 170 cm Berat ba... ,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,a***a,6 bulan lalu,Ukurannya pas2an pdahal sdah pilih ukuran besar,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Daniel,6 bulan lalu,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan 71 - 80 kg,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,rey,6 bulan lalu,"bahannya adem , modelnya ok , warnanya cerah harga terjangkau",bintang 5
Baju Wanita Kaos Natal Rusa - Cotton Combed 30s,Erna,6 bulan lalu,"Hoho…Merry Christmas 🎄, biasa langganan nih….kaosnya enak dipakai bahannya adem 🥰",bintang 5
Kaos Polos Wanita Cotton Combed 30s,Lygia,6 bulan lalu,"bisa untuk disablon, kenyamanan pakai : standar, pengiriman cepat, next beli lagi di sini 👍",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Zainal,6 bulan lalu,size L nya kecil,bintang 5
Kaos Polos Pria Cotton Combed 30s,Zainal,6 bulan lalu,size l nya kecil,bintang 5
Kaos Pria O-neck Gitar,Prasetyo,6 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,M***h,6 bulan lalu,harga sesuai kualitas.,bintang 3
Kaos polo polos / Kaos kerah / Kaos wangki,Gunawan,6 bulan lalu,"Paket diterima dalam keadaan baik, ukurannya sudah pas.",bintang 5
Kaos Ganjar Mahfud Capres Cawapres 2024 // Baju Pria Wanita Politik,Dwi,6 bulan lalu,walau murah tp gk murahan,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,I***n,6 bulan lalu,pas untuk saya yg lp 100. kualitas kain lumyan tebal,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Titik,6 bulan lalu,size XXLnya lebih kecil..kayak size XL,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Ben,6 bulan lalu,bahannya ga bagus,bintang 2
KAOS CALON PRESIDEN INDONESIA 2024 // GANJAR PRANOWO // KAOS POLITIK ,u***a,6 bulan lalu,"Sesuai dgn pesanan.
Pengiriman cepat.",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Yusup,6 bulan lalu,"paket landing d rumah dalam keadaan sobek bungkusan paketnya😑, untungnya barangnya masih aman, ntah siapa yg salah, jd sy ksih bintang  4 ya",bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Reza,6 bulan lalu,"ukuran agak kecil , tapi sy tetap anggap  cukup baik sesuai nilai harga nya",bintang 5
Kaos Crop Top Wanita Stc Motif Depan Belakang Bahan Cotton Combed 30s,Erna,6 bulan lalu,La..la …la melengkapi koleksi,bintang 5
Croptop Wanita SB - Lengan Pendek Cotton Combed 30s,Erna,6 bulan lalu,Sukaaaaa 😍,bintang 5
Croptop Wanita Mom - Lengan Pendek Cotton Combed 30s,Erna,6 bulan lalu,Langganan banget nih 🥰,bintang 5
Kaos Pria O-neck mi xue,nengah,6 bulan lalu,Ukurannya pas. bagus n murah. toko rekomendasi bnget.,bintang 5
Paket Hemat Kaos Distro,nengah,6 bulan lalu,Ukurannya pas..bagus n murah. rekomendasi bnget.,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Azmie,7 bulan lalu,Ukurannya pas M ny ngpres.   bahan lumayan,bintang 5
CUSTOM BORDIR,Kharina,7 bulan lalu,"Respon bagus,proses cepat sesuai janji. Bajunya bagus 👍🏻👍🏻 thank you.",bintang 5
Kaos pria O-neck Sgame,M***d,7 bulan lalu,baju kekecilan,bintang 2
Kaos pria O-neck bicycle,M***d,7 bulan lalu,baju nya kekecilan,bintang 2
Kaos polo polos / Kaos kerah / Kaos wangki,tonny,7 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Madhu,7 bulan lalu,bagus👍,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,A***a,7 bulan lalu,"agak tipis, tapi harga sesuai dengan bahan Ukurannya pas",bintang 5
Kaos Pria O-neck Elang,A***f,7 bulan lalu,"kualitas lumayan sesuai harga jg pas ukurannya, prlaysnan cpt. Ukurannya pas",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Anton,7 bulan lalu,model sesuai cuma ukuran yg kecewa. pesan XXL kaya ukuran L. utk masih bs dipake walau ketat. pengiriman lumayan cepat,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Heru,7 bulan lalu,lumayan sih cuma ukuran L ny kaya M dipake dibadan apa badan saya kali yaa gede heheheheh,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,I***n,7 bulan lalu,ukuran kurang pas,bintang 3
Kaos polo polos / Kaos kerah / Kaos wangki,r***i,7 bulan lalu,"sebaiknya di check dulu sebelum barang di packing. karna ada cacat mengurangi kepuasan pelanggan.

next kualitas barang di jaga agar customer bisa repeat order.",bintang 3
Kaos polo polos / Kaos kerah / Kaos wangki,Adrian,7 bulan lalu,"Sangat kecewa sekali. Koq bisa ya? Pesan size XXL, tetapi yang datang ukuran bajunya M.  Kapok beli di sini lagi....",bintang 1
Kaos polo polos / Kaos kerah / Kaos wangki,Madhu,7 bulan lalu,alhamdulillah sesuai pesanan size XL nya pas lah di saya ga ngepres bgt bb 56 tinggi 158 bkal order lg trima ksh seller🙏🙏,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Dejavu,7 bulan lalu,Ukurannya pas,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Adhitya,7 bulan lalu,Ukurannya XL pas Tinggi badan 160 - 170 cm Berat badan 71 - 80 kg,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Wiwien,7 bulan lalu,"Paketnya sdh sampai, semoga awet. Trima kasih atas pelayanannya yg cepat. 👍👍👍",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,D***y,7 bulan lalu,"Baguss, bahannya jg adem, sesuai pesanan trims seller",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,arifin,7 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Yohannes,7 bulan lalu,"ada noda di bagian dada. ukuran tidak mainstream, L terlalu kecil seperti S",bintang 2
Kaos polo polos / Kaos kerah / Kaos wangki,r***y,7 bulan lalu,Ukurannya pas,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Chendri,7 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Sandy,7 bulan lalu,"yaayy....paketnya sdh sampai, gokiiilsss...cepet bgt sampenya, REAL PICT!!!! jahitannya?? RAPIH BUANGETT!!!! bener² gak kecewa, jadi pengen beli lagi... SELLER?? Ruamajh... ",bintang 5
Kaos Polos Wanita Cotton Combed 30s,R***a,7 bulan lalu,bahan tebal adem pengiriman cepat pas banget ukuran L bb 55 gak nyesel deh belinya,bintang 4
Croptop Wanita Mom - Lengan Pendek Cotton Combed 30s,Erna,7 bulan lalu,Sukaaaa deh☺️,bintang 5
Croptop Wanita girl - Lengan Pendek Cotton Combed 30s,Erna,7 bulan lalu,Lucuuuu☺️,bintang 5
Kaos Crop Top Wanita Stc Motif Depan Belakang Bahan Cotton Combed 30s,Erna,7 bulan lalu,Kaos bagus dan rapih 😍,bintang 5
Kaos Pria O-neck 75%,M***y,7 bulan lalu,"kapok d ama penjual g bertanggung jawab begitu... bukannya memberikan solusi, tapi pembeli dituduh sebagai penipu dulu.",bintang 1
Kaos Pria O-neck I don't care,M***y,7 bulan lalu,"Dipesan 4,dikirim cuma 2 pieces, belum dicek permasalahan nya dimana, langsung pembeli dituduh penipu, sungguh unprofessional attitude... 😡😡😡",bintang 1
Kaos polo polos / Kaos kerah / Kaos wangki,B***a,7 bulan lalu,"Bahan bagus sesuai dengan harga, masi nyaman dipakai, masi lumayan adem",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,J***s,7 bulan lalu,"Ukurannya pas
Makasih Kakak ⭐⭐⭐⭐⭐",bintang 5
custom bordirr,Bernanto,7 bulan lalu,cepat dan kualitas sesuai,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,s***y,7 bulan lalu,bajunya lumayan untuk harga segitu hanya ukurannya terlalu kecil 😂 yg mau beli klo ukuran badan kalian M bisa pesan yg ukuran L ato XL yak,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,A***m,7 bulan lalu,Tinggi badan > 180 cm Ukurannya pas Berat badan 71 - 80 kg,bintang 5
Kaos pria O-neck smile,R***y,8 bulan lalu,"brg sesuai pesanan, pengiriman cepat.",bintang 5
Kaos Pria O-neck Ikigai,R***y,8 bulan lalu,"brg sesuai dgn pesanan, size M, ukuran nya agak lbh kcl.",bintang 5
Kaos pria O-neck marsmellow,R***y,8 bulan lalu,"brg sesuai pesanan, bahan adem. tp ukuran lbh kecil dr biasa saya pakai.",bintang 5
KAOS KEMERDEKAAN INDONESIA 17AGUSTUS DIRGAHAYU ,edi,8 bulan lalu,"bhn panas, sablon kurang jelas",bintang 2
Kaos polo polos / Kaos kerah / Kaos wangki,Y***o,8 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,P***P,8 bulan lalu,ukuran kaos agak lebih kecil dari ukuran kaos pada umumnya,bintang 3
Kaos Polos Wanita Cotton Combed 30s,Yanti,8 bulan lalu,Ukurannya pas..jahitan rapi👍,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Agung,8 bulan lalu,"Sorry banget nih cuman ngasih bintang 3, ukuran L tapi sempit banget udah kaya S. Postur gue tinggi 172cm berat 65/66kg, lebar bahu di kisaran 45-47cm. kualitas bahan &am... ",bintang 3
kaos o neck polos,Muhammad,8 bulan lalu,"bajunya tipis, tapi memang nyari yang tipis biar ga panas kalau dijadikan kaos dalaman. ga cocok kalau dipakai keluar rumah. ukurannya pas. pengiriman standar lah.",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Febri,8 bulan lalu,ok,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,W***u,8 bulan lalu,Ukurannya terlalu kecil,bintang 4
Dress Wanita Polos / Midi Dress / Dress Katun Lengan Pendek,R***a,8 bulan lalu,"Bahannya halus, nyaman dipakai.",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Bani,8 bulan lalu,Pokoknya cakep dah Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,R***i,8 bulan lalu,"Ukurannya pas, terlalu pas sebenarnya moga aja saya gak tambah gemuk.",bintang 5
Kaos Zodiak Wanita Gemini - Cotton Combed 30s,P***a,8 bulan lalu,"Suka sekali,adem bahan kaosnya,ukuran pas",bintang 5
Croptop Wanita Bear - Lengan Pendek Cotton Combed 30s,P***a,8 bulan lalu,Suka sekali adem bahan kaos nya,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Fauzialwi,8 bulan lalu,Aku wibu,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,BJ,8 bulan lalu,"respon seller bagus, jika stok ready, bisa dipickup kurir dan sampai dihari yg sama.. mudah2an bisa berlanjut kerjasamanya",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,ABI,8 bulan lalu,barang bagus sesuai mantap tap tap,bintang 5
KAOS PRESIDEN INDONESIA 2024 // GANJAR PRABOWO ANIES // KAOS POLITIK,Pak,8 bulan lalu,pesanan sudah sampai tks 🙏🙏,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Pak,8 bulan lalu,pesanan sudah sampai tks 🙏🙏,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,B***i,8 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Toko,8 bulan lalu,"Lumayan juga, pengiriman cepat pakai gosend, barang nya juga oke",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,A***i,8 bulan lalu,"yakin ini size L min ?
ukurannya kecil, seperti ukuran S.",bintang 1
Legging Pendek Polos Wanita Import,Noer,8 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Muhammad,8 bulan lalu,"respon kilat kirim cepat, tapi ukuran aga kecil jadi kalau mau order boleh pertimbangkan buat pesen size diatasnya",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,agus,8 bulan lalu,"kurirnya salah kirim paket, kerumah tetangga bukan alamat aslinya",bintang 3
Kaos polo polos / Kaos kerah / Kaos wangki,Hari,8 bulan lalu,ukuran lebih kecil dr yg tertulis,bintang 2
Kaos polo polos / Kaos kerah / Kaos wangki,Riyanto,8 bulan lalu,"respons seller cepat, barang sesuai deskripsi. Trims 🙏",bintang 5
Kaos pria O-neck smile,Sri,8 bulan lalu,Senang belanja disini mumer sesuai pesanan bahan adem packing aman,bintang 5
Kaos pria O-neck bicycle,Sri,8 bulan lalu,Modelnya keren pass dibadan bahan adem sesuai pesanan packing aman,bintang 5
Kaos Pria O-neck 75%,Sri,8 bulan lalu,Bahannya adem modelnya jg bagus sesuai pesanan packing aman,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Ainur,8 bulan lalu,Ukurannya pas,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Fauzi,8 bulan lalu,"dengan harga segini, ya lumayan lah",bintang 4
CUSTOM BORDIR,R***y,8 bulan lalu,"pertama kali coba order disini, respon seller cepat dan sangat membantu, harga murah dan hasil sesuai dengan pesanan, semoga bisa berlangganan, terima kasih seller 👍",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Dims,8 bulan lalu,"Barang sesuai deskripsi, respon seller ok banget, warna sesuai order, Ukurannya pas,",bintang 5
KAOS PRESIDEN INDONESIA 2024 // GANJAR PRABOWO ANIES // KAOS POLITIK,Bpk,8 bulan lalu,bahan nya tipis,bintang 4
Croptop Wanita // Basic Croptop - Lengan Pendek Cotton Combed 30s,M***a,8 bulan lalu,Ukurannya pas,bintang 5
Kaos Pria O-neck LS,Sri,8 bulan lalu,Ukurannya pas bahannya adem sesuai pesanan,bintang 5
Kaos Pria O-neck I don't care,Sri,8 bulan lalu,Ukurannya pas bahannya adem sesuai pesanan,bintang 5
Kaos pria O-neck vespa,Sri,8 bulan lalu,Ukurannya pas bahannya adem sesuai pesanan,bintang 5
KAOS PRESIDEN INDONESIA 2024 // GANJAR PRABOWO ANIES // KAOS POLITIK,s***l,8 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Ikhsan,8 bulan lalu,Barang sesuai deskripsi ukurannya pas,bintang 5
Kaos Zodiak Wanita Pisces - Cotton Combed 30s,Pujie,8 bulan lalu,maman liat macan tutul.. mantul,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Errizqo,8 bulan lalu,Ukurannya pas...good product.,bintang 5
KAOS INDONESIA MERDEKA / KAOS PRIA WANITA / KAOS MERAH PUTIH 17AGUSTUS,Berkah,8 bulan lalu,Mantap 💯,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,BAKHIT,8 bulan lalu,"Barang sesuai deskripsi, kemasan rapi dan aman, pengiriman sesuai jadwal, Terima kasih",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,M***d,8 bulan lalu,"bahan lembut adem, agak tipis, seller super fast respond, pesan siang hari, malam udah nyampe, recommended",bintang 5
kaos o neck polos,M***d,8 bulan lalu,"bahan lembut adem, agak tipis, seller super fast respond, pesan siang hari, malam udah nyampe, recommended",bintang 5
CUSTOM BORDIR,Kristiani,8 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan > 80 kg,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,MIKAA,8 bulan lalu,sesuai pesanan,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Muhammad,9 bulan lalu,kalo mau beli naikin 1 size ya biar gk kekecilan,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Hartito,9 bulan lalu,"Barang sesuai, bagus",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Cha,9 bulan lalu,"Bahan pas untuk harga segini.  Ukurannya pas, aku pilih xxl. Tinggi 168 cm, bb 88 kg.",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,C***a,9 bulan lalu,Bahan bagus untuk harga segini ya. Semoga awet.,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Michael,9 bulan lalu,Tinggi badan 171 - 180 cm Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,El,9 bulan lalu,Ukurannya pas Tinggi badan 171 - 180 cm,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Boutros,9 bulan lalu,memuaskan kwalitasnya. nanti saya order banyak dan rutin untuk kebitihan distro saya,bintang 5
KAOS KEMERDEKAAN INDONESIA 17AGUSTUS DIRGAHAYU ,Budi,9 bulan lalu,agak panas dipake,bintang 4
Kaos pria O-neck pejuang rupiah,Budi,9 bulan lalu,agak panas dipake,bintang 4
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Budi,9 bulan lalu,agak panas dipake,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,A***t,9 bulan lalu,Ukurannya terlalu kecil Tinggi badan 160 - 170 cm,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,C***k,9 bulan lalu,mantap👍barang sesuai pesanan. terima kasih,bintang 5
Kaos wanita owl - Cotton Combed 30s,c***e,9 bulan lalu,Ukuran kebesaran.Tidak bisa Ganti/kembalikan,bintang 1
Kaos wanita tata surya - Cotton Combed 30s,c***e,9 bulan lalu,Ukuran kebesaran. Tidak bisa ganti/kembalikan,bintang 1
Kaos polo polos / Kaos kerah / Kaos wangki,Andi,9 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm kerennn pengiriman super cepat...saluttt..terima kasih 🙏🙏,bintang 5
Kaos pria O-neck Sgame,Ibnu,9 bulan lalu,sesuai deskripsi,bintang 5
Kaos pria O-neck ride,Ibnu,9 bulan lalu,sesuai deskripsi,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Andi,9 bulan lalu,mantapppp kaos polo nya ..pengiriman nya juara...jossss...lanjukan kak pengiriman express nya..semoga berkah aamiin 🤲 Ukurannya pas Tinggi badan 160 - 170 cm,bintang 5
Legging Pendek Polos Wanita Import,Hera,9 bulan lalu,Nyaman,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Gatot,9 bulan lalu,Ukurannya terlalu kecil Tinggi badan > 180 cm Berat badan > 80 kg,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Muhammad,9 bulan lalu,bahannya agak tipis nerawang,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Factur,9 bulan lalu,Ukurannya terlalu kecil Berat badan > 80 kg Tinggi badan 171 - 180 cm,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Nini,9 bulan lalu,"Bahan tipis banget, sampe nat lantai keliatan 😅….sesuai harga 🤣",bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,firman,9 bulan lalu,ukuran L tapi kok kecil banget seperti ukuran M,bintang 3
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Nunik,9 bulan lalu,bahan tipiss,bintang 3
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Nunik,9 bulan lalu,bahannya super tipis,bintang 3
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Emi,9 bulan lalu,Ukurannya pas,bintang 5
CUSTOM BORDIR,E***a,9 bulan lalu,"Kereen Kk...Pesanan sudah tiba di Timika - Papua Tengah ya,.
kaosnya oke dan hasil bordirannya bagus,.
Next kita order lg...👍👍",bintang 5
Kaos pria O-neck bicycle,Tetty,9 bulan lalu,Ukurannya terlalu kecil,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,T***y,9 bulan lalu,Ukurannya terlalu kecil,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,R***n,9 bulan lalu,"yg ini harus bener nurut sama deskripsi, ukuran baju harus naik 1 ukuran",bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Haryanto,9 bulan lalu,bahan tipis,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Ocky,9 bulan lalu,"gercep banget, makasih banyak",bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Fauzi,9 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,heri,9 bulan lalu,dengan harga segitu ya kurang tebal aja kaosnya ukuran sedikit kurang besar ok,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Nana,9 bulan lalu,Ukurannya terlalu kecil (L),bintang 4
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,V***a,9 bulan lalu,"bahan kaos jelek tipis banget, size jg kecil banget, 
size L hny muat untk anak 10 thn,  duh nyesel beli disini, dan gak bisa tukar
jadi di ksh anak mba dikampung
karena... ",bintang 1
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Lucky,9 bulan lalu,tipis banged,bintang 2
KAOS WANITA INDONESIA MERDEKA - COTTON COMBED 30s,I***i,9 bulan lalu,Ukurannya terlalu kecil,bintang 4
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,G***w,9 bulan lalu,"Masih ok lah sama Harga ya, bisa buat HUT RI",bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,F***y,9 bulan lalu,"seller cepat tanggap, proses jd cepat sampai. ukuran bajunya jangkis, bahan nerawang, sablonan bagus, luntur warnanya.",bintang 3
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Yulina,9 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Hapipul,9 bulan lalu,mohon maaf .. bintang bicara.. bahan tipis berbayang panas,bintang 2
Kaos polo polos / Kaos kerah / Kaos wangki,Rico,9 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg.,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,S***i,9 bulan lalu,"Ukurannya pas
Pengiriman cepat
Bahan bagus",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,D***a,9 bulan lalu,"bahan bagus, pengiriman cepat yg satu hari sampai
tapi sayang size L menurut aku kekecilan, ditangannya sempit Ukurannya terlalu kecil",bintang 4
KAOS KEMERDEKAAN INDONESIA 17AGUSTUS DIRGAHAYU ,s***i,9 bulan lalu,"Mantap banget ini seller,
pesan pagi gak nyampe sejam dah dikirim 
gercep ramah amanah
barang bagus harga murah",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Fatur,9 bulan lalu,Ukurannya pas Tinggi badan < 160 cm Ukurannya terlalu besar Ukurannya terlalu kecil,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Fatur,9 bulan lalu,Ukurannya pas Ukurannya terlalu besar Ukurannya terlalu kecil Tinggi badan 160 - 170 cm Tinggi badan < 160 cm,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,W***g,9 bulan lalu,Respon & layanan kirimnya baik. Packing rapih & barang baik sesuai deskripsi.,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,W***g,9 bulan lalu,Respon & layanan kirimnya baik. Packing rapih & barang baik sesuai deskripsi.,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Silvia,9 bulan lalu,kaos tipis.,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Rizal,9 bulan lalu,"Ukurannya pas, bahan oke, cepet sampe.",bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Windi,9 bulan lalu,sesuai harga bahan partai,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Fernalia,9 bulan lalu,Oklah kaosnya. Tipis tapi,bintang 4
Kaos Pria O-neck NY,C***Y,9 bulan lalu,"bahan tipis, ukuran M nya kecil banget",bintang 2
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,noviana,9 bulan lalu,Ukurannya pas,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,hadhi,9 bulan lalu,ok,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,m***s,9 bulan lalu,model bagus,bintang 4
KAOS INDONESIA MERDEKA / KAOS PRIA WANITA / KAOS MERAH PUTIH 17AGUSTUS,Unang,9 bulan lalu,lumayan bagus sesuai harga,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Maya,9 bulan lalu,bahannya bagus dan harganya murah 👍🏻,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Sunarto,9 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,dirman,9 bulan lalu,Merdeka..,bintang 5
KAOS POLO COMBED,iwan,9 bulan lalu,"Ukurannya terlalu kecil , selebihnya mantul...",bintang 5
KAOS POLO COMBED,iwan,9 bulan lalu,"barang nya bagus, sablon ny keren bahan nya adem, harga murah... top dah... cuma di Ukurannya terlalu kecil",bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,alfira,9 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Yulina,9 bulan lalu,"terima kasih 🙏

terima kasih 🙏",bintang 5
Kaos wanita friends - Cotton Combed 30s,Meutia,9 bulan lalu,"Bajunya pas dan nggak nerawang. Untuk harga segini udah bagus banget, bahannya tebal, dan sablonnya bagus. Respon tokonya juga cepet banget dan pengiriman cepat sampainya... ",bintang 5
