Produk,Nama,Waktu,Review,Rating
"Faith Industries Zipper Hoodie ""Nameless Monster""",Axel,1 bulan lalu,"goks parah

packgingnya kece productnya lebih kece lagi 🔥🔥🔥", 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",Reza,1 bulan lalu,Ukurannya pas, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",Arman,1 bulan lalu,"mantap dah pokonya mah, gausah diraguin lagi", 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Ega,1 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",r***o,1 bulan lalu,Ukurannya pas Ukurannya terlalu kecil Tinggi badan < 160 cm Tinggi badan 171 - 180 cm, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",ruliansyah,1 bulan lalu,"Joss, sayang windbreakernya terlewatkan", 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",Ammar,1 bulan lalu,Ukurannya pas Tinggi badan 171 - 180 cm Berat badan < 60 kg, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",wildan,1 bulan lalu,"GAK RUGIIII...
jangan kasi longgar king 🔝💯🔥🙌🏼
kasih paham tipis tipis 🤝🏼", 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",Lando,1 bulan lalu,KEREN BANGET BLUD 🗣️🔥🔛🔝🔝, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",h***n,1 bulan lalu,menyala abangkuh, 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Abiyyu,1 bulan lalu,Ukurannya pas, 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Rizki,1 bulan lalu,Pengiriman satset, 5
"FTH x EVOS Pro Kit 2023 ""Fearless True Hero"" Bomber Jacket",Satria,1 bulan lalu,"Ukurannya pas, Model design bagus 👍", 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Rio,1 bulan lalu,barang bagus, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",STEVANNY,1 bulan lalu,mantap bosku aseekk Tinggi badan 171 - 180 cm, 5
"Faith Industries Long Sleeve ""Public Security Section 9""",Galang,1 bulan lalu,Ukurannya pas, 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Alif,1 bulan lalu,Mantap, 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",S***n,1 bulan lalu,bordiran agak kaku, 5
"Faith Industries Zipper Hoodie ""Nameless Monster""",Muhammad,1 bulan lalu,bagus banget sir, 5
Chainsawman Pochita Crewneck Black,R***i,1 bulan lalu,Keren banget gatau lagi mau ngomong apa. recommended deh pokoknya, 5
"Faith Industries Long Sleeve ""Public Security Section 9""",riii,1 bulan lalu,desainya keren pengirimanya cepet, 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Saniatu,1 bulan lalu,"pembeli nomer 1 gokssss kingg bordir bagus, ukuran pass", 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Johannes,1 bulan lalu,Ternyata keren juga ya. Bahaya nih🐉, 5
FTH Mysteri Box Guardian Stash,Ahmad,1 bulan lalu,gacor kang dapat bomber evos sama kaos kohaku dr stone ihiihih, 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",Ferdi,1 bulan lalu,Mantap, 5
"Faith Industries Long Sleeve ""Public Security Section 9""",D***d,1 bulan lalu,Ukurannya pas Tinggi badan < 160 cm, 5
Chainsawman Pochita Crewneck Black,Bagastio,1 bulan lalu,"Ukurannya pas, desainnya simpel dan bagus. Bahan baju sangat baik, kualitas sablon juga sangat baik.", 5
Chainsawman Pochita Orange Tshirt,Bagastio,1 bulan lalu,"Ukurannya pas, desainnya simpel dan bagus. Bahan baju sangat baik, kualitas sablon juga sangat baik.", 5
"FTH x Tenjin Scrollworks ""Keeper of The Jade"" Crewneck",ZharfanFw,1 bulan lalu,"Dapet #22 wkwkwkw. Barang amann, design? jangan ditanya gokil abis. Stikernya juga cakep. FTH gapernah gagal 🔥", 5
"Faith Industries Long Sleeve ""Public Security Section 9""",Dwiki,1 bulan lalu,good as always faithh 🔥🔥🤝🤝🤝. Ukurannya pas. Tinggi badan 171 - 180 cm, 5
"FTH x EVOS Pro Kit 2023 ""Fearless True Hero"" Bomber Jacket",M***a,1 bulan lalu,Ukurannya pas, 5
"Faith Industries Long Sleeve ""Public Security Section 9""",Epridiaz,1 bulan lalu,"Baju nya sih bagus, tapi kenapa sekarang packingannya rasanya kurang eksklusif gk kaya dulu di kasih plastik zip padahal baju yang dibeli harganya gk murah 😅", 4
"Faith Industries Tshirt ""Spooky Hazel""",Elan,1 bulan lalu,"gausah ragu, beli aja soalnya bagus", 5
"Faith Industries Long Sleeve ""Public Security Section 9""",Y***f,1 bulan lalu,"Ukurannya pas , kualitas terbaik , bahan pilihan yang sangat bagus", 5
"Faith Industries ""Obluda"" Windbreaker",AFINITH,1 bulan lalu,Ukurannya pas, 5
