Produk,Nama,Waktu,Review,Rating
Kaos polo polos / Kaos kerah / Kaos wangki,Cha,6 bulan lalu,"Bahan pas untuk harga segini.  Ukurannya pas, aku pilih xxl. Tinggi 168 cm, bb 88 kg.",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,C***a,6 bulan lalu,Bahan bagus untuk harga segini ya. Semoga awet.,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Michael,6 bulan lalu,Tinggi badan 171 - 180 cm Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,El,6 bulan lalu,Ukurannya pas Tinggi badan 171 - 180 cm,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Boutros,6 bulan lalu,memuaskan kwalitasnya. nanti saya order banyak dan rutin untuk kebitihan distro saya,bintang 5
KAOS KEMERDEKAAN INDONESIA 17AGUSTUS DIRGAHAYU ,Budi,6 bulan lalu,agak panas dipake,bintang 4
Kaos pria O-neck pejuang rupiah,Budi,6 bulan lalu,agak panas dipake,bintang 4
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Budi,6 bulan lalu,agak panas dipake,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,A***t,6 bulan lalu,Ukurannya terlalu kecil Tinggi badan 160 - 170 cm,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,C***k,6 bulan lalu,mantap👍barang sesuai pesanan. terima kasih,bintang 5
Kaos wanita owl - Cotton Combed 30s,c***e,6 bulan lalu,Ukuran kebesaran.Tidak bisa Ganti/kembalikan,bintang 1
Kaos wanita tata surya - Cotton Combed 30s,c***e,6 bulan lalu,Ukuran kebesaran. Tidak bisa ganti/kembalikan,bintang 1
Kaos polo polos / Kaos kerah / Kaos wangki,Andi,6 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm kerennn pengiriman super cepat...saluttt..terima kasih 🙏🙏,bintang 5
Kaos pria O-neck Sgame,Ibnu,6 bulan lalu,sesuai deskripsi,bintang 5
Kaos pria O-neck ride,Ibnu,6 bulan lalu,sesuai deskripsi,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Andi,6 bulan lalu,mantapppp kaos polo nya ..pengiriman nya juara...jossss...lanjukan kak pengiriman express nya..semoga berkah aamiin 🤲 Ukurannya pas Tinggi badan 160 - 170 cm,bintang 5
Legging Pendek Polos Wanita Import,Hera,6 bulan lalu,Nyaman,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Gatot,6 bulan lalu,Ukurannya terlalu kecil Tinggi badan > 180 cm Berat badan > 80 kg,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Muhammad,6 bulan lalu,bahannya agak tipis nerawang,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Factur,6 bulan lalu,Ukurannya terlalu kecil Berat badan > 80 kg Tinggi badan 171 - 180 cm,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Nini,6 bulan lalu,"Bahan tipis banget, sampe nat lantai keliatan 😅….sesuai harga 🤣",bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,firman,6 bulan lalu,ukuran L tapi kok kecil banget seperti ukuran M,bintang 3
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Nunik,6 bulan lalu,bahan tipiss,bintang 3
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Nunik,6 bulan lalu,bahannya super tipis,bintang 3
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Emi,6 bulan lalu,Ukurannya pas,bintang 5
CUSTOM BORDIR,E***a,6 bulan lalu,"Kereen Kk...Pesanan sudah tiba di Timika - Papua Tengah ya,.
kaosnya oke dan hasil bordirannya bagus,.
Next kita order lg...👍👍",bintang 5
Kaos pria O-neck bicycle,Tetty,6 bulan lalu,Ukurannya terlalu kecil,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,T***y,6 bulan lalu,Ukurannya terlalu kecil,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,R***n,6 bulan lalu,"yg ini harus bener nurut sama deskripsi, ukuran baju harus naik 1 ukuran",bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Haryanto,6 bulan lalu,bahan tipis,bintang 4
Kaos polo polos / Kaos kerah / Kaos wangki,Ocky,6 bulan lalu,"gercep banget, makasih banyak",bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Fauzi,6 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,heri,6 bulan lalu,dengan harga segitu ya kurang tebal aja kaosnya ukuran sedikit kurang besar ok,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Nana,6 bulan lalu,Ukurannya terlalu kecil (L),bintang 4
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,V***a,6 bulan lalu,"bahan kaos jelek tipis banget, size jg kecil banget, 
size L hny muat untk anak 10 thn,  duh nyesel beli disini, dan gak bisa tukar
jadi di ksh anak mba dikampung
karena... ",bintang 1
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Lucky,6 bulan lalu,tipis banged,bintang 2
KAOS WANITA INDONESIA MERDEKA - COTTON COMBED 30s,I***i,6 bulan lalu,Ukurannya terlalu kecil,bintang 4
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,G***w,6 bulan lalu,"Masih ok lah sama Harga ya, bisa buat HUT RI",bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,F***y,6 bulan lalu,"seller cepat tanggap, proses jd cepat sampai. ukuran bajunya jangkis, bahan nerawang, sablonan bagus, luntur warnanya.",bintang 3
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Yulina,6 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Hapipul,6 bulan lalu,mohon maaf .. bintang bicara.. bahan tipis berbayang panas,bintang 2
Kaos polo polos / Kaos kerah / Kaos wangki,Rico,6 bulan lalu,Ukurannya pas Tinggi badan 160 - 170 cm Berat badan 60 - 70 kg.,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,S***i,6 bulan lalu,"Ukurannya pas
Pengiriman cepat
Bahan bagus",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,D***a,6 bulan lalu,"bahan bagus, pengiriman cepat yg satu hari sampai
tapi sayang size L menurut aku kekecilan, ditangannya sempit Ukurannya terlalu kecil",bintang 4
KAOS KEMERDEKAAN INDONESIA 17AGUSTUS DIRGAHAYU ,s***i,7 bulan lalu,"Mantap banget ini seller,
pesan pagi gak nyampe sejam dah dikirim 
gercep ramah amanah
barang bagus harga murah",bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Fatur,7 bulan lalu,Ukurannya pas Tinggi badan < 160 cm Ukurannya terlalu besar Ukurannya terlalu kecil,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Fatur,7 bulan lalu,Ukurannya pas Ukurannya terlalu besar Ukurannya terlalu kecil Tinggi badan 160 - 170 cm Tinggi badan < 160 cm,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,W***g,7 bulan lalu,Respon & layanan kirimnya baik. Packing rapih & barang baik sesuai deskripsi.,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,W***g,7 bulan lalu,Respon & layanan kirimnya baik. Packing rapih & barang baik sesuai deskripsi.,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Silvia,7 bulan lalu,kaos tipis.,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Rizal,7 bulan lalu,"Ukurannya pas, bahan oke, cepet sampe.",bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Windi,7 bulan lalu,sesuai harga bahan partai,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Fernalia,7 bulan lalu,Oklah kaosnya. Tipis tapi,bintang 4
Kaos Pria O-neck NY,C***Y,7 bulan lalu,"bahan tipis, ukuran M nya kecil banget",bintang 2
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,noviana,7 bulan lalu,Ukurannya pas,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,hadhi,7 bulan lalu,ok,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,m***s,7 bulan lalu,model bagus,bintang 4
KAOS INDONESIA MERDEKA / KAOS PRIA WANITA / KAOS MERAH PUTIH 17AGUSTUS,Unang,7 bulan lalu,lumayan bagus sesuai harga,bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Maya,7 bulan lalu,bahannya bagus dan harganya murah 👍🏻,bintang 5
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Sunarto,7 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,dirman,7 bulan lalu,Merdeka..,bintang 5
KAOS POLO COMBED,iwan,7 bulan lalu,"Ukurannya terlalu kecil , selebihnya mantul...",bintang 5
KAOS POLO COMBED,iwan,7 bulan lalu,"barang nya bagus, sablon ny keren bahan nya adem, harga murah... top dah... cuma di Ukurannya terlalu kecil",bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,alfira,7 bulan lalu,Ukurannya pas,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Yulina,7 bulan lalu,"terima kasih 🙏

terima kasih 🙏",bintang 5
Kaos wanita friends - Cotton Combed 30s,Meutia,7 bulan lalu,"Bajunya pas dan nggak nerawang. Untuk harga segini udah bagus banget, bahannya tebal, dan sablonnya bagus. Respon tokonya juga cepet banget dan pengiriman cepat sampainya... ",bintang 5
KAOS KEMERDEKAAN INDONESIA 17AGUSTUS DIRGAHAYU ,S***a,7 bulan lalu,Ukurannya pas Tinggi badan < 160 cm Berat badan < 60 kg,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,Ahmad,7 bulan lalu,kaos nya bagus ... ukuran nya pas dan nyaman ..ini adalah order kedua ... seller amanah dan fast respon,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,Lidya,7 bulan lalu,Mantap barang kirim cepat,bintang 5
KAOS 78th DIRGAHAYU REPUBLIK INDONESIA / KAOS MERAH PUTIH WANITA PRIA,muhamad,7 bulan lalu,Ukurannya pas,bintang 5
Kaos polo polos / Kaos kerah / Kaos wangki,E,7 bulan lalu,"Saya beberapa kali beli, tapi kok bahannya beda² ya. kali ini saya beli tiga, bahannya lebih tipis dari bahan kaos yang saya pesan sebelumnya. Tak tahu lebih bagus mana y... ",bintang 4
KAOS 17 AGUSTUS MERAH PUTIH / KAOS PRIA WANITA,Abd,7 bulan lalu,Ukurannya pas,bintang 5
